#1
double dhwDemand(8760,2)
0,0.0
3600,0.0
7200,0.0
10800,0.0
14400,0.0
18000,0.0
21600,897.2167522888267
25200,690.3817973739198
28800,319.1264183661629
32400,134.30792771501
36000,0.0
39600,0.0
43200,0.0
46800,0.0
50400,0.0
54000,19.12453945260616
57600,12.200809932611445
61200,304.56986981225464
64800,0.0
68400,436.1066850180674
72000,519.7965128801627
75600,233.42543307362018
79200,0.0
82800,0.0
86400,0.0
90000,0.0
93600,0.0
97200,0.0
100800,0.0
104400,925.0814279248856
108000,4097.216454123287
111600,1125.1405300233057
115200,165.91679318682873
118800,0.0
122400,0.0
126000,0.0
129600,0.0
133200,120.84201720068232
136800,0.0
140400,241.44648769409395
144000,283.8084327113291
147600,343.45560335457554
151200,266.9159609296786
154800,196.92249286643153
158400,173.7008569677535
162000,254.91394965454433
165600,0.0
169200,123.94533782842531
172800,0.0
176400,0.0
180000,0.0
183600,0.0
187200,0.0
190800,566.191013111079
194400,2316.6625027133696
198000,1279.548649548293
201600,714.6707870113702
205200,0.0
208800,0.0
212400,0.0
216000,0.0
219600,0.0
223200,0.0
226800,364.6432337688612
230400,532.0808271429153
234000,167.17700581860652
237600,190.2563427314395
241200,584.9703232627828
244800,256.20018673602027
248400,333.11858804061
252000,292.8352371959792
255600,0.0
259200,0.0
262800,0.0
266400,0.0
270000,0.0
273600,0.0
277200,0.0
280800,726.9100726162471
284400,433.70816667120283
288000,1206.1231847429647
291600,188.78149524881738
295200,0.0
298800,0.0
302400,408.7059333927464
306000,754.7842453322838
309600,0.0
313200,243.19629175095662
316800,0.0
320400,0.0
324000,0.0
327600,0.0
331200,0.0
334800,37.84029308504348
338400,0.0
342000,0.0
345600,0.0
349200,0.0
352800,0.0
356400,0.0
360000,430.9969162600697
363600,0.0
367200,2396.1557729495653
370800,1183.741309569671
374400,0.0
378000,0.0
381600,106.46277995994703
385200,377.98761511254514
388800,251.6456713464693
392400,248.718336983091
396000,296.16349057230013
399600,0.0
403200,470.7230784143671
406800,414.41177505034335
410400,0.0
414000,673.5153256661453
417600,319.1256118056481
421200,0.0
424800,550.837608363751
428400,291.1417615705325
432000,0.0
435600,0.0
439200,0.0
442800,0.0
446400,0.0
450000,0.0
453600,0.0
457200,381.0941624024534
460800,371.355264888665
464400,0.0
468000,0.0
471600,529.97011278482
475200,166.2089771310566
478800,276.62274405041245
482400,420.29415544755756
486000,59.42413237207802
489600,137.0052513730751
493200,29.20660737985745
