time in s,power in W
0,54.0
900,54.0
1800,54.0
2700,241.76854048881145
3600,54.0
4500,194.87668700902137
5400,54.0
6300,241.76854048881145
7200,241.76854048881145
8100,194.87668700902137
9000,54.0
9900,54.0
10800,241.76854048881145
11700,194.87668700902137
12600,54.0
13500,54.0
14400,241.76854048881145
15300,241.76854048881145
16200,54.0
17100,194.87668700902137
18000,54.0
18900,241.76854048881145
19800,241.76854048881145
20700,194.87668700902137
21600,54.0
22500,66.0
23400,241.76854048881145
24300,54.0
25200,266.87668700902134
26100,360.4632604942391
27000,2482.8300339374578
27900,531.2732333554027
28800,472.61347722782403
29700,450.61347722782403
30600,2556.255367406031
31500,585.9187572223964
32400,2455.794806390395
33300,350.87668700902134
34200,210.0
35100,397.7685404888115
36000,457.7685404888115
36900,210.0
37800,457.9619007469431
38700,317.0852137379218
39600,432.85375422673326
40500,221.08521373792178
41400,421.9619007469431
42300,297.31731109013316
43200,249.31731109013316
44100,437.0858515789446
45000,246.31731109013316
45900,2276.0852137379215
46800,2448.9619007469432
47700,500.85375422673326
48600,293.0852137379218
49500,2798.5847497558243
50400,293.0852137379218
51300,474.1939980991545
52200,738.0858515789446
53100,621.0
54000,2310.8741116721876
54900,371.31731109013316
55800,572.1939980991544
56700,2899.1759322192
57600,5644.28185303545
58500,361.25880324036
59400,660.2173708680077
60300,443.2173708680077
61200,330.0006378410228
62100,151.23209735221138
63000,197.0
63900,316.87668700902134
64800,507.7685404888115
65700,2729.853754226733
66600,499.0852137379218
67500,449.0852137379218
68400,126.0
69300,313.7685404888115
70200,293.0852137379218
71100,720.9619007469431
72000,343.0852137379218
72900,1025.8537542267331
73800,2513.853754226733
74700,2538.9619007469432
75600,600.1939980991544
76500,419.31731109013316
77400,667.0858515789446
78300,667.0858515789446
79200,663.9619007469431
80100,563.0852137379218
81000,303.0
81900,241.76854048881145
82800,378.1939980991545
83700,237.31731109013316
84600,377.31731109013316
85500,54.0
86400,54.0
87300,54.0
88200,54.0
89100,54.0
90000,54.0
90900,54.0
91800,417.5979644184899
92700,417.5979644184899
93600,54.0
94500,54.0
95400,54.0
96300,269.57392296319995
97200,417.5979644184899
98100,54.0
99000,54.0
99900,54.0
100800,269.57392296319995
101700,202.02404145528993
102600,54.0
103500,54.0
104400,269.57392296319995
105300,417.5979644184899
106200,54.0
107100,54.0
108000,54.0
108900,417.5979644184899
109800,269.57392296319995
110700,2109.0
111600,2209.0
112500,541.3163712940329
113400,698.6309020029382
114300,378.1848444318173
115200,294.8925145930742
116100,370.9165560483641
117000,1436.9297103501053
117900,1674.9119062812888
118800,224.32482901634765
119700,284.3248290163476
120600,368.249680338497
121500,380.249680338497
122400,507.79956184640696
123300,292.225638883207
124200,280.225638883207
125100,2452.3488704716374
126000,744.9227934348376
126900,381.3248290163476
127800,416.6171588550907
128700,428.6171588550907
129600,333.3248290163476
130500,576.8987519795476
131400,2007.9359477365788
132300,1946.3379833180888
133200,261.3248290163476
134100,273.3248290163476
135000,795.3556402137953
135900,2535.0067697421578
136800,296.4328467789578
137700,267.33365664581714
138600,408.92485132214927
139500,604.4987742853492
140400,477.9008098668594
141300,312.9008098668594
142200,159.0
143100,2823.222277256083
144000,582.5979644184899
144900,2252.0
145800,310.0
146700,298.0
147600,2469.6428735332984
148500,374.02404145528993
149400,126.0
150300,138.0
151200,138.0
152100,281.57392296319995
153000,346.02404145528993
153900,2161.0
154800,2266.0689505700984
155700,453.57392296319995
156600,326.02404145528993
157500,138.0
158400,238.0
159300,206.0
160200,473.57392296319995
161100,459.3488704716376
162000,311.3248290163476
162900,311.3248290163476
163800,526.8987519795476
164700,624.9227934348376
165600,333.3248290163476
166500,329.3028041960994
167400,329.3028041960994
168300,608.9007686145893
169200,544.8767271592992
170100,383.75767579530543
171000,337.74938052152027
171900,2492.7493805215204
172800,54.0
173700,2379.08662470002
174600,2243.018433083681
175500,126.0
176400,263.6932539533982
177300,449.7614455697374
178200,312.0681916163393
179100,126.0
180000,126.0
180900,126.0
181800,240.06819161633925
182700,191.69325395339817
183600,54.0
184500,54.0
185400,240.06819161633925
186300,240.06819161633925
187200,191.69325395339817
188100,54.0
189000,54.0
189900,240.06819161633925
190800,54.0
191700,54.0
192600,191.69325395339817
193500,240.06819161633925
194400,240.06819161633925
195300,104.0184330836808
196200,1355.1941699718286
197100,1412.1757368881476
198000,622.5376818183385
198900,619.9212523677435
199800,770.0464212263241
200700,733.0464212263241
201600,722.4029258055842
202500,2901.4029258055843
203400,2109.0
204300,263.6932539533982
205200,126.0
206100,312.0681916163393
207000,126.0
207900,126.0
208800,263.6932539533982
209700,263.6932539533982
210600,240.06819161633925
211500,54.0
212400,54.0
213300,191.69325395339817
214200,491.5192487346576
215100,431.5192487346576
216000,357.4510571183184
216900,495.1443110717165
217800,338.4510571183184
218700,470.53768181833846
219600,272.4694902019992
220500,272.4694902019992
221400,2417.1627441553974
222300,2324.451057118318
223200,627.5192487346576
224100,342.0
225000,413.4510571183184
225900,549.4510571183184
226800,627.1443110717165
227700,744.5192487346576
228600,126.0
229500,54.0
230400,245.45105711831837
231300,443.1443110717165
232200,503.5192487346576
233100,379.4694902019992
234000,367.4694902019992
234900,542.1627441553974
235800,578.5376818183385
236700,505.5192487346576
237600,316.4510571183184
238500,2629.1443110717164
