T_air,wind_speed,rel_humidity,G_sol,abs_humidity,air_pressure,
-0.5,0.3,0.95,0,4.2,990,
-0.3,0.4,0.97,0,4.1,990,
-0.5,0.5,0.98,0,4,989,
-0.4,0.5,0.98,0,4,990,
-0.9,0.6,0.98,0,4,990,
-1.1,0.4,0.98,0,4,990,
-1,0.8,0.97,0,4,990,
-1.3,0.9,0.96,0,4,990,
-1.5,0.9,0.99,11.51,4,990,
-1.3,0.1,0.99,51.49,4.1,991,
-0.9,0.3,0.99,146.95,4.3,991,
0.2,0.2,0.97,160.86,4.4,991,
2.6,0.5,0.96,206.9,4.4,991,
4.4,0.6,0.94,198.66,4.4,991,
5.1,1.1,0.93,144.52,4.4,990,
5.4,0.9,0.93,71.15,4.3,990,
5.3,0.5,0.92,16.08,4.1,991,
4.3,0.8,0.92,0,4.1,991,
3.6,0.8,0.92,0,4,991,
3.3,0.7,0.93,0,4,992,
1.5,1.1,0.94,0,3.9,992,
1,1.3,0.94,0,3.9,992,
0.9,1.2,0.93,0,3.8,992,
2.1,0.9,0.91,0,3.8,992,
4.4,1.1,0.91,0,3.8,992,
5.2,1.1,0.92,0,3.9,992,
5.5,1.5,0.93,0,3.9,993,
5.8,2,0.92,0,3.9,993,
6.6,1.9,0.92,0,3.9,993,
6.7,1.5,0.93,0,3.9,994,
5.6,1.6,0.93,0,3.9,994,
5.7,2,0.93,0,3.8,995,
5.8,1.7,0.92,8.02,3.8,995,
5.9,1.7,0.92,20.83,3.9,996,
6.3,2,0.92,32.33,3.9,997,
7.2,1.7,0.9,37.89,3.9,998,
7.8,2.1,0.87,89.23,3.9,999,
8,2.1,0.84,165.49,3.8,999,
8.7,1.7,0.84,106.18,3.8,1000,
8,1.2,0.86,67.62,3.7,1000,
7.4,1.1,0.88,18.16,3.5,1001,
6.7,1.3,0.9,0,3.3,1002,
6.2,1.2,0.92,0,3.3,1003,
5.5,0.8,0.95,0,3.3,1004,
4.7,0.5,0.97,0,3.2,1005,
3.9,0.7,0.97,0,3.3,1006,
3.8,0.6,0.98,0,3.4,1007,
3.5,0.5,0.98,0,3.5,1007,
3.4,0.1,0.98,0,3.5,1008,
3.3,0.1,0.98,0,3.6,1008,
3.4,0,0.98,0,3.6,1009,
3.3,0.1,0.98,0,3.6,1009,
3.1,0.1,0.99,0,3.6,1009,
3.4,0.1,0.98,0,3.6,1010,
3.6,0.1,0.98,0,3.6,1010,
3.8,0.1,0.98,0,3.6,1011,
3.9,0.7,1,0,3.6,1011,
4,0.4,1,22.59,3.7,1011,
4.4,0.1,0.99,37.01,3.7,1012,
4.2,0.3,0.97,31.31,3.8,1012,
3.7,0.4,0.96,35.21,3.8,1012,
2.8,0.3,0.95,47.45,3.8,1012,
2.6,0.3,0.94,41.69,3.8,1012,
2.6,0.7,0.92,35.33,3.7,1012,
2.5,1.7,0.91,10.53,3.7,1012,
2.5,1.3,0.93,0,3.8,1012,
2.3,1.5,0.94,0,3.8,1012,
1.8,0.9,0.95,0,3.8,1012,
1,0.8,0.95,7.13,3.8,1013,
0.7,1,0.96,0,3.8,1013,
1.4,1.1,0.95,0,3.9,1013,
2.3,1.4,0.94,0,3.9,1013,
2.7,2,0.94,0,3.8,1013,
3.1,1.7,0.94,0,3.7,1012,
3.3,1.3,0.93,0,3.5,1011,
3,1.2,0.95,0,3.3,1011,
2.1,1.6,0.98,0,3.4,1011,
1.9,2.6,0.98,0,3.5,1010,
0.6,2.7,0.96,0,3.4,1009,
-0.3,2.6,0.93,0,3.4,1009,
-0.6,2.4,0.94,9.26,3.4,1009,
-0.6,2.3,0.94,51.5,3.5,1008,
-0.1,2.6,0.91,123.21,3.5,1008,
1.9,2.8,0.83,187.17,3.5,1008,
3.7,2.9,0.77,215.18,3.3,1007,
4.9,2.7,0.74,191.19,3.2,1006,
5.5,3.5,0.71,131.94,3,1005,
5.4,2.7,0.73,76.79,3,1004,
5,2.6,0.77,16.83,3,1004,
4.1,2.4,0.8,0,3,1003,
2.9,2.7,0.79,0,3,1003,
1.4,2.6,0.78,0,3,1002,
0.3,3.4,0.79,0,2.9,1002,
0.2,3.2,0.79,0,2.8,1001,
0.2,3.2,0.78,0,2.8,1001,
0.7,3,0.78,0,2.7,1000,
1,2.7,0.78,0,2.7,999,
1.5,1.9,0.79,0,2.8,999,
1.8,2.1,0.79,0,2.7,999,
0.8,2.5,0.79,0,2.7,998,
-0.4,2.6,0.77,0,2.6,997,
-0.9,1.4,0.77,0,2.6,996,
-1,1.9,0.79,0,2.6,996,
-1.3,1.7,0.8,0,2.6,996,
-1.4,2.2,0.79,8.71,2.5,996,
-1.6,2.6,0.78,51.11,2.6,996,
-1.3,3.8,0.75,126.1,2.5,995,
-0.2,2.7,0.72,190.6,2.6,995,
2.5,2.9,0.68,219.65,2.7,994,
4.1,3.4,0.66,183.41,2.6,993,
4.6,3.8,0.64,152.57,2.5,992,
4.7,3.8,0.64,89.19,2.6,992,
4.1,3.7,0.67,14.24,2.6,991,
3.7,4,0.7,0,2.5,992,
4,2.6,0.72,0,2.5,991,
3.5,2.5,0.72,0,2.4,991,
2.4,3.5,0.72,0,2.3,991,
1.5,4.3,0.73,0,2.3,991,
0.8,3.8,0.72,0,2.2,991,
0.1,2.3,0.71,0,2.2,991,
-0.7,3,0.72,0,2.2,991,
-1.2,2.6,0.73,0,2.2,991,
-1.1,2.5,0.74,0,2.1,990,
-1.5,2.2,0.74,0,2.1,990,
-1.9,2.2,0.74,0,2.1,990,
-2.3,2,0.75,0,2.1,990,
-2.1,3.1,0.76,0,2.1,990,
-1.3,3,0.76,0,2.1,990,
-1.5,3.2,0.76,10.86,2.1,990,
-1.2,3.6,0.76,48.57,2.1,990,
-0.6,3.7,0.74,110.72,2.1,990,
0.3,3.9,0.72,187.69,2.2,990,
1.8,3.1,0.71,216.45,2.2,989,
3.8,3.2,0.74,189.03,2.4,989,
4.2,3.4,0.81,140.92,2.6,988,
4.1,3.2,0.85,76.78,2.7,988,
3.4,3.2,0.86,17.77,2.8,988,
1.7,3.2,0.86,0,2.8,987,
3.2,2.9,0.87,0,2.8,987,
3.1,3.1,0.87,0,2.9,986,
3.7,3.8,0.86,0,2.9,986,
4,3.3,0.88,0,2.9,985,
4.5,2.6,0.88,0,2.9,984,
4.7,2.2,0.88,0,2.9,984,
4,2.4,0.88,0,2.9,983,
3.8,1.3,0.86,0,3,983,
4,1.9,0.84,0,3.1,982,
3.9,1.8,0.9,0,3.3,981,
4,3,0.91,0,3.7,981,
4,2.5,0.89,0,3.8,981,
3.7,3.6,0.9,0,3.9,981,
2.7,2.3,0.9,0,4.2,982,
2.5,2.4,0.9,9.16,4.6,982,
2.4,2.4,0.89,65.38,4.9,983,
2.1,2.1,0.88,129.27,5,984,
3.5,2.5,0.88,191.94,5.1,984,
5,2.5,0.84,220.39,5.5,985,
5.9,3.3,0.8,207.52,5.9,986,
6.3,1.8,0.8,157.31,5.8,986,
6.3,2.3,0.8,89.31,5.8,987,
5.5,2.6,0.83,18,5.7,988,
4.1,3.1,0.86,0,5.4,989,
3.1,2,0.85,0,5.4,990,
2.3,1.2,0.86,0,5.4,991,
1.2,2,0.86,0,5.2,992,
0.8,2,0.85,0,5.1,993,
0.9,1.2,0.86,0,5,995,
1.5,1.5,0.88,0,5,995,
2.4,1.2,0.87,0,4.9,996,
3,1.2,0.85,0,4.9,997,
4.6,0.4,0.85,0,4.8,996,
4.4,1.5,0.88,0,4.8,997,
4.7,1.7,0.9,0,4.7,998,
5.4,0.6,0.9,0,4.6,998,
5.7,0.7,0.92,0,4.5,998,
5.8,1,0.93,0,4.5,999,
5.8,0.6,0.94,0,4.7,1000,
6.3,0,0.93,30.15,4.8,1000,
7,1.3,0.91,54.2,5,1000,
8,1.6,0.85,38.37,5.2,1001,
8.2,2.3,0.8,40.71,5.3,1002,
7.8,2.3,0.79,81.1,5.2,1002,
8.5,2.6,0.75,67.91,5.2,1001,
8.9,1.4,0.77,19.41,5.2,1001,
8.8,1.1,0.83,8.83,5,1000,
8.8,0.8,0.87,0,4.9,1000,
7.8,1.6,0.9,0,4.8,1000,
6,3.3,0.91,6.77,4.7,999,
5.7,1.6,0.91,0,4.7,999,
6,1.9,0.91,0,4.7,999,
6.3,2.3,0.92,0,4.7,998,
6.5,3.2,0.92,0,4.8,997,
6.8,2.5,0.9,0,4.7,997,
6.2,4.6,0.89,0,4.6,997,
5.7,3.9,0.87,0,4.5,996,
6.4,3.2,0.82,0,4.5,994,
7.1,4.6,0.8,0,4.4,994,
7.3,4.8,0.81,0,4.3,993,
7.2,3.9,0.82,0,4.3,992,
7.8,5.2,0.82,0,4.3,992,
7.6,1.8,0.83,8.6,4.3,992,
7.6,1.7,0.83,21.06,4.4,992,
8,1.1,0.8,22.8,4.4,993,
8.6,2.9,0.75,37.88,4.3,994,
8.8,2.3,0.72,65.73,4.3,994,
9.6,2.5,0.7,77.95,4.4,994,
10.8,2.7,0.71,55.08,4.4,994,
11.3,1.5,0.72,35.77,4.5,994,
11.4,1.8,0.74,8.35,4.7,994,
11.4,2.1,0.76,0,5,995,
10.9,2.1,0.81,0,5.1,995,
9.1,1.3,0.84,0,5.1,996,
9.1,2.1,0.83,0,5.1,996,
9.8,2.1,0.83,0,5.2,997,
11.2,1.4,0.84,0,5.2,997,
12.2,0.5,0.87,0,5,997,
13,1.7,0.88,0,4.9,997,
13.8,0.6,0.88,0,5,997,
13.9,1,0.9,0,5.1,997,
13.8,0.5,0.92,0,5.2,997,
13.2,0.8,0.94,0,5.2,997,
13,0.6,0.94,0,5.3,996,
13,0.8,0.93,0,5.3,996,
13.1,1.5,0.93,0,5.2,996,
13.1,0.7,0.92,7.59,5.1,996,
12.9,0.5,0.91,43.48,5.2,997,
13,0.5,0.91,55.13,5.5,998,
12.9,1.1,0.88,134.55,5.6,998,
13.3,1.1,0.85,112.44,5.7,998,
13.1,0.6,0.86,61.8,5.7,998,
13,0.9,0.89,54.6,5.6,997,
12.9,0.7,0.91,32.55,5.5,997,
11.7,0.6,0.92,0,5.5,997,
9.7,0.7,0.94,0,5.6,997,
7.6,0.6,0.96,0,5.3,996,
7.1,1.3,0.94,0,5.1,996,
7.2,0.8,0.92,0,5.2,996,
6.3,0.9,0.91,0,5.3,997,
5.5,1.8,0.93,0,5.1,996,
5,1.1,0.94,0,4.7,996,
4.5,0.2,0.94,0,4.6,996,
4.1,0.1,0.94,0,4.4,995,
3.8,0.1,0.95,0,4.3,995,
3.9,0.9,0.96,0,4.4,995,
3.2,1.3,0.94,0,4.5,995,
3,2.1,0.92,0,4.3,994,
2.8,2.4,0.9,0,4.2,993,
2.8,3.8,0.91,0,4.2,993,
3,3.5,0.93,10.46,4.4,993,
3.1,4.5,0.9,38.07,4.8,993,
3.3,3,0.88,90.51,5,994,
4.2,3.2,0.84,114.33,5,994,
4.5,3.3,0.8,140.37,5.1,994,
5.2,2.8,0.76,135.92,5,993,
5.4,3,0.77,75.32,5.1,993,
5.4,2.3,0.81,81.84,5,992,
5.6,2.8,0.82,18.76,5,992,
5.3,2.7,0.84,0,5,991,
5.4,1.8,0.84,0,5,991,
5.3,2.5,0.82,0,5.1,990,
5.7,1.8,0.8,0,5.2,990,
5.5,2.6,0.8,0,5.2,990,
5.8,1.6,0.8,0,5.2,990,
6.2,0.8,0.79,0,5.1,989,
6.3,1.3,0.81,0,5.1,989,
6.4,1.7,0.84,0,5.4,989,
6.7,1.4,0.79,0,5.7,989,
6.8,1.3,0.77,0,5.7,989,
6.9,1.2,0.8,0,5.6,990,
6.8,1.4,0.82,0,5.6,990,
6.6,0.9,0.83,0,5.6,990,
6.6,1.3,0.84,0,5.6,991,
6.7,2.2,0.84,8.51,5.6,991,
6.8,1.6,0.81,19.11,5.6,991,
6.9,0.6,0.82,43.95,5.7,992,
7.4,0.7,0.83,47.49,5.8,993,
7.8,1.5,0.77,53.29,5.8,993,
8.1,1.5,0.73,53.04,5.8,992,
8.2,0.8,0.75,43.6,5.9,993,
8.2,0.9,0.79,28.34,6,993,
8.1,1,0.8,14.97,6,993,
8.4,0.8,0.8,6.43,6,994,
8.4,1.7,0.82,0,6,995,
8.7,1.9,0.83,0,5.9,995,
9,2.2,0.87,0,5.9,995,
9.1,2.7,0.87,0,6,996,
9.5,2,0.84,0,6,996,
9.6,1.6,0.84,0,5.9,997,
9.8,0.9,0.88,0,5.8,998,
9.9,1.6,0.93,0,5.7,998,
9.9,0.2,0.96,0,5.7,999,
10,1.1,0.95,0,5.7,1000,
10,1.6,0.94,0,5.5,999,
10.4,0.6,0.97,0,5.4,999,
10.4,0.6,0.96,0,5.4,1000,
9.8,2.1,0.93,0,5.3,1001,
9.4,1.5,0.87,10.39,5.3,1001,
9.5,2.1,0.81,65.17,5.3,1003,
10.5,1.8,0.8,127.56,5.4,1004,
11.3,2.1,0.76,196.03,5.6,1005,
12.1,2.5,0.68,115.5,5.6,1005,
12.8,3.2,0.64,47.29,5.6,1005,
11.9,1.8,0.64,43.28,5.6,1005,
10.8,2.1,0.68,63.86,5.6,1005,
10.7,0.8,0.74,22.69,5.5,1006,
10.1,1.7,0.8,0,5.4,1006,
10,0.6,0.86,0,5.3,1006,
8.5,0.3,0.9,0,5.1,1007,
8.7,0.6,0.83,0,4.9,1007,
8.2,0.2,0.84,0,4.9,1007,
7.5,0.2,0.95,0,4.8,1008,
7.1,0.4,0.98,0,4.6,1008,
7.3,0.1,0.95,0,4.6,1008,
7.3,0.6,0.94,0,4.5,1009,
7.2,0.8,0.94,0,4.4,1008,
7.5,1.5,0.96,7.45,4.3,1009,
4.2,1.3,0.97,0,4.4,1009,
2.8,0.8,0.95,0,4.3,1009,
3.1,0.2,0.95,0,4.2,1008,
3.6,0.9,0.96,0,4.2,1009,
3.7,0.4,0.96,8.86,4.2,1009,
3.5,0.4,0.98,41.35,4.3,1009,
4.4,0.3,0.95,71.18,4.5,1009,
4.9,2,0.92,131.89,4.8,1009,
5.4,2.2,0.87,131.59,4.9,1009,
6.4,1.6,0.81,67.93,5,1009,
2.5,2,0.79,93.86,4.9,1009,
3.2,2.5,0.81,116.83,4.7,1008,
3.8,2.9,0.84,22.47,4.4,1009,
4.2,3.3,0.87,0,4.2,1009,
3.6,4.2,0.9,0,4,1009,
3,2.7,0.92,0,4,1010,
2.7,2.2,0.91,0,4,1010,
3.2,2.4,0.9,0,3.9,1010,
3.7,2.7,0.91,0,3.9,1010,
4.5,2.8,0.93,0,3.9,1011,
4.2,2.9,0.94,0,3.8,1011,
5.6,2.7,0.94,0,3.7,1011,
6.4,2.6,0.95,0,3.7,1012,
6.9,2.8,0.94,0,3.8,1012,
7.3,2.9,0.95,0,3.8,1012,
7.9,2.4,0.95,0,3.8,1013,
8.1,2.6,0.95,0,3.8,1013,
8.8,2.3,0.96,0,3.8,1013,
9,2.2,0.96,8.11,3.9,1014,
9.4,1.7,0.97,41.83,4,1014,
9.9,2,0.94,134.18,4.1,1015,
10.6,2,0.85,136.7,4.3,1015,
10.9,2.4,0.79,99,4.4,1015,
10.8,3.6,0.75,113.05,4.6,1015,
10.5,3.2,0.73,83.62,4.7,1015,
10.2,2.7,0.74,72.02,4.7,1014,
10.2,2.5,0.76,25.11,4.5,1015,
10.2,2.8,0.87,0,4.2,1015,
10.3,2.5,0.93,0,4.1,1015,
10.2,2.1,0.92,0,4.1,1016,
8.9,1.9,0.93,0,4,1016,
7.8,1.9,0.94,0,4,1016,
7.9,1.8,0.95,0,3.8,1017,
7.1,1.7,0.96,0,3.6,1017,
6.7,1.6,0.97,0,3.4,1015,
6.5,1.5,0.97,0,3.2,1015,
6.2,1.2,0.96,0,3,1015,
6.2,1.2,0.95,0,2.9,1015,
5.8,1.2,0.94,0,2.9,1015,
5.5,1.5,0.92,0,2.8,1015,
5.5,1.1,0.89,0,2.8,1015,
5.2,1,0.89,0,2.8,1015,
4.8,1.3,0.91,0,2.8,1015,
4.1,1.1,0.89,31.23,2.9,1016,
4.2,1.1,0.85,71.44,3.1,1016,
4.8,1.4,0.79,125.24,3.1,1016,
6.3,1.5,0.75,154.64,3.2,1016,
7.5,1.6,0.72,131.32,3.2,1016,
7.8,1.5,0.65,120.74,3.1,1016,
7.7,1.5,0.63,62.16,3,1015,
7.4,1.6,0.66,21.08,2.9,1016,
7,1.1,0.69,5.59,2.8,1016,
6,1,0.72,0,2.8,1016,
4.8,1,0.71,0,2.7,1017,
4.5,1.1,0.7,0,2.6,1017,
4.2,1.2,0.73,0,2.6,1017,
3.6,0.8,0.76,0,2.6,1018,
3.1,1.2,0.8,0,2.6,1018,
3.9,1.3,0.81,0,2.6,1018,
4.6,1.2,0.82,0,2.6,1018,
4,0.7,0.86,0,2.6,1018,
3.8,1.3,0.86,0,2.6,1018,
3.7,0.8,0.89,0,2.5,1018,
3.2,0.2,0.92,0,2.5,1018,
2.9,0.7,0.93,0,2.5,1018,
2.2,0.9,0.91,0,2.5,1018,
1.2,0.8,0.9,0,2.5,1018,
0.1,1.2,0.89,60.14,2.7,1019,
0,0.9,0.78,175.19,3.1,1019,
1.5,0.5,0.72,211.12,3.2,1019,
3.5,0.7,0.69,223.66,3.2,1019,
4,1.3,0.57,272.53,3,1019,
4.1,1.3,0.53,142.04,2.9,1018,
4.7,1.2,0.57,100.94,3.1,1018,
4.2,0.9,0.62,30.09,3,1018,
3.3,1.2,0.71,0,3,1018,
1.7,1.2,0.77,0,2.9,1019,
0.3,1.1,0.81,0,3,1019,
0.1,0.7,0.84,0,2.9,1019,
-0.4,1.1,0.86,0,2.9,1019,
0.5,0.4,0.9,0,2.9,1019,
1.5,0.1,0.94,0,2.9,1019,
1.2,1.3,0.95,0,2.9,1019,
0.7,0.1,0.95,0,2.8,1019,
2,0,0.91,0,2.8,1019,
1.9,0.9,0.89,0,2.7,1018,
1.3,0.3,0.83,0,2.6,1018,
0.8,0.8,0.73,0,2.5,1018,
1.2,0.9,0.74,0,2.5,1018,
1.7,0.9,0.82,0,2.6,1018,
2,0.2,0.85,10.62,2.7,1018,
2,0.7,0.8,38.06,2.8,1018,
2.2,1.1,0.72,71.46,3.1,1017,
2.9,3.3,0.7,97.83,3.3,1017,
4,4.4,0.69,136.01,3.5,1017,
4.7,4.2,0.72,151.17,3.6,1016,
5.3,4.4,0.73,143.4,3.8,1016,
5.3,3.8,0.73,101.55,3.8,1015,
5.2,4.3,0.74,32.9,3.8,1015,
4.6,4,0.78,0,4,1014,
2.8,4.7,0.84,0,4.3,1014,
1.1,4,0.88,0,4.5,1013,
1.6,3.5,0.9,0,4.7,1013,
1,2.7,0.91,0,4.9,1013,
0.8,2.8,0.91,0,5,1013,
0.2,2.7,0.91,0,5.1,1013,
-0.3,2.6,0.93,0,5.2,1012,
-1,2.5,0.94,0,5.3,1012,
-1.3,2.8,0.92,0,5.4,1011,
-0.8,2.1,0.92,0,5.5,1011,
-0.8,2.8,0.96,0,5.5,1010,
-1,2.9,0.97,0,5.7,1009,
-1.3,3.5,0.96,0,6,1008,
-1.5,3.9,0.93,0,6.3,1007,
-1.5,4.2,0.91,11.45,6.5,1007,
-1.9,4.6,0.91,62.64,6.6,1006,
-1.6,6.2,0.9,146.27,7,1005,
-0.7,7.3,0.89,170.04,7.3,1004,
0.5,7.8,0.9,166.9,7.4,1003,
0.8,7.6,0.89,170.42,7.4,1002,
1.2,7.9,0.89,114.47,7.3,1002,
1.3,4.7,0.91,63.1,6.7,1002,
1.1,3.9,0.92,24.47,6.1,1004,
0.6,3.3,0.9,0,5.8,1004,
0,3.1,0.88,0,5.4,1005,
-0.1,3.2,0.87,0,5.3,1005,
-0.1,3.6,0.88,0,5.2,1005,
-0.1,2.9,0.87,0,5.2,1005,
-0.6,3,0.86,0,5.1,1004,
-0.9,3.1,0.85,0,5,1004,
-0.7,4.5,0.87,0,5,1003,
-0.4,5.3,0.87,0,5,1002,
0,3.5,0.87,0,4.6,1001,
0.1,3.9,0.87,0,4.4,1002,
0.1,4.4,0.85,0,4.4,1002,
0.2,4.3,0.83,0,4.2,1002,
0.4,4.5,0.84,0,4.1,1003,
0.4,4,0.85,0,4.1,1003,
-0.1,4.3,0.86,10.89,4.1,1004,
-0.7,4.6,0.89,32.17,4.2,1004,
-0.2,5.8,0.9,60.73,4.4,1005,
0.4,5.7,0.9,100.43,4.5,1005,
1.1,4.2,0.9,122.86,4.5,1005,
1.7,4,0.89,136.16,4.6,1004,
1.9,2.7,0.9,108.54,4.4,1004,
2.1,2.8,0.93,67.16,4.2,1004,
2.2,1.7,0.94,19.34,4.2,1003,
2,1.7,0.95,0,4.2,1003,
1.6,1.3,0.96,0,4.3,1004,
1.2,1.6,0.95,0,4.3,1004,
0.8,1.2,0.96,0,4.3,1005,
0.5,1,0.98,0,4.3,1005,
1,1.6,0.96,0,4.1,1006,
0.8,1.1,0.93,0,4,1006,
0.1,0.4,0.93,0,4.1,1006,
-0.7,1.1,0.93,0,4.2,1006,
-1.3,1.3,0.94,0,4.3,1005,
-0.7,1.5,0.95,0,4.5,1004,
-0.7,2.1,0.96,0,4.7,1004,
-0.6,2.3,0.95,0,5,1002,
-0.6,1.9,0.94,0,5.2,1001,
-1.4,2.7,0.95,0,5.2,1000,
-2.1,3.4,0.94,15.71,5.4,998,
-1.5,4.6,0.94,56.42,5.8,998,
-1.1,5.1,0.97,104.81,6.1,997,
-0.3,5.7,0.96,236.68,6.5,997,
0.9,5.7,0.95,244.73,6.7,996,
1,5.1,0.95,136.49,6.8,995,
1.2,5.6,0.94,116.59,6.8,995,
1.5,6.2,0.93,72.93,6.7,995,
1.6,6.6,0.91,18.44,6.5,994,
1.6,5.7,0.89,0,6.2,994,
1.2,4.2,0.88,0,5.7,994,
1.4,3.7,0.87,0,5.4,994,
1,3.2,0.83,0,5.1,995,
1.3,4.3,0.81,0,4.9,995,
1.2,5,0.8,0,4.8,996,
1.4,5.4,0.77,0,4.7,997,
1.5,5.4,0.74,0,4.5,997,
1.5,5.2,0.73,0,4.4,999,
1.3,5.5,0.74,0,4.4,999,
1.2,5,0.74,0,4.4,999,
1,4.5,0.73,0,4.3,999,
1,4.1,0.74,0,4.3,999,
0.7,5.1,0.75,0,4.3,999,
0.2,5.8,0.75,0,4.2,999,
0.1,5.5,0.75,13.07,4.2,998,
0,5,0.74,46.74,4.2,999,
0,5.4,0.75,70.26,4.3,998,
0.1,4.9,0.77,74.29,4.5,997,
0.2,6.6,0.8,81.18,4.7,998,
0.4,7.4,0.8,49.83,4.9,997,
0.6,7.8,0.79,46.47,5.1,996,
0.7,7.2,0.78,33.55,5.2,996,
0.6,7.2,0.74,14.95,5.1,996,
0.5,7.5,0.7,0,4.9,997,
0.4,7.1,0.67,0,4.7,997,
0.4,4.9,0.69,0,4.6,998,
0.4,3,0.75,0,4.7,1000,
0.1,2.8,0.78,0,4.6,1000,
0.1,2.2,0.79,0,4.5,1001,
0.4,2.7,0.8,0,4.3,1002,
0.4,2.3,0.82,0,4.4,1003,
0.5,2.3,0.82,0,4.5,1003,
0.4,2.9,0.85,0,4.7,1003,
0.4,3.4,0.87,0,4.8,1003,
0.3,3.3,0.86,0,4.7,1003,
0.2,3,0.86,0,4.6,1004,
-0.3,2.8,0.87,0,4.7,1004,
-0.7,3.3,0.88,0,4.7,1004,
-1,3.2,0.86,12.62,4.6,1004,
-1.1,3.2,0.86,30.84,4.7,1004,
-1,4.3,0.85,40.96,4.7,1004,
-0.8,4.3,0.84,56.1,4.7,1004,
-0.7,4.3,0.83,73.65,4.7,1004,
-0.5,2.8,0.8,84.3,4.6,1004,
-0.6,3.7,0.76,60.3,4.5,1004,
-0.4,3.5,0.78,41.13,4.5,1004,
-0.1,2.7,0.82,16.01,4.5,1004,
-0.2,1.6,0.86,7.82,4.5,1004,
-0.3,1.9,0.87,0,4.5,1004,
-0.6,1.8,0.87,0,4.5,1004,
-0.7,2,0.88,0,4.4,1004,
-0.5,1.2,0.89,0,4.3,1005,
-0.4,1.5,0.9,0,4.3,1005,
-0.3,1.2,0.92,0,4.3,1005,
-1.2,1.7,0.94,0,4.2,1006,
-2.2,1.1,0.95,0,4.1,1006,
-2.6,1.3,0.95,0,4.1,1006,
-3,1.7,0.94,0,4.2,1007,
-3.2,2.1,0.94,0,4.2,1007,
-3,2.5,0.94,0,4.3,1008,
-1.8,1.9,0.94,0,4.3,1008,
-1.4,2.1,0.95,0,4.1,1009,
-0.8,2,0.96,8.7,4.1,1009,
-0.8,1.8,0.96,18,4.3,1010,
-0.1,2.1,0.94,29.03,4.5,1010,
0.2,2.7,0.92,45.09,4.7,1010,
0.2,2.4,0.9,86.24,4.7,1010,
0.3,2.8,0.89,109.95,4.7,1010,
0.8,2.2,0.87,160.12,4.6,1010,
1.6,1.8,0.86,140.97,4.6,1010,
2.1,1.5,0.84,47.24,4.4,1010,
1.9,1.9,0.82,0,4.3,1010,
1.5,1.8,0.82,0,4.2,1010,
0.9,1.4,0.85,0,4.2,1010,
0,1.1,0.88,0,4.1,1010,
-0.1,1,0.89,0,4.1,1011,
-0.2,1.5,0.86,0,4.1,1011,
-0.3,1.6,0.85,0,4,1011,
-0.5,0.9,0.9,0,3.9,1011,
-1,1.1,0.9,0,3.9,1011,
-1.3,0.8,0.9,0,3.8,1010,
-1.7,0.8,0.91,0,3.8,1010,
-1.9,0.9,0.9,0,3.8,1010,
-2.1,1.2,0.91,0,3.8,1010,
-1.7,1.1,0.92,0,3.8,1010,
-1.2,1.1,0.92,0,3.8,1010,
-0.8,1.5,0.94,20.35,3.8,1010,
-0.5,2,0.91,71.61,3.8,1010,
0.4,2.4,0.85,110.88,4,1010,
1.4,1.5,0.82,174.85,4.2,1010,
2.2,2.1,0.81,170.14,4.2,1009,
2.8,1.5,0.79,136.13,4.2,1009,
3.2,1.9,0.78,73.54,4.2,1009,
3.1,2.2,0.77,40.98,4.2,1008,
2.8,2,0.78,20.52,4.2,1008,
2.6,2,0.8,7.92,4.1,1008,
2.3,1.3,0.81,0,4.2,1008,
2.2,1.7,0.84,0,4.2,1008,
2.4,1.8,0.84,0,4.2,1008,
2.2,1.4,0.82,0,4.1,1007,
2.1,1.7,0.83,0,4,1007,
1.9,1.3,0.83,0,3.9,1007,
1.8,1.3,0.85,0,4,1007,
2,1.6,0.86,0,4,1007,
2.3,1.5,0.84,0,4,1006,
2.4,1.6,0.82,0,4,1006,
2.4,1.8,0.83,0,4,1006,
2.6,1.8,0.84,0,4,1005,
2.8,2.1,0.84,0,4,1005,
3,2,0.82,0,3.9,1005,
3.2,2.1,0.82,10.15,3.6,1005,
3.6,2.1,0.82,26.17,3.8,1005,
3.9,2.4,0.82,36.45,4.1,1005,
4.2,2.9,0.8,47.95,4.2,1005,
4.6,2.6,0.79,48.67,4.3,1004,
5,2.4,0.79,41.67,4.4,1004,
5.1,1.7,0.77,39.47,4.5,1003,
5.3,2.3,0.75,30.34,4.3,1003,
5.5,2.7,0.76,16.26,4.2,1003,
5.7,3.2,0.8,7.57,4.2,1003,
6,3.7,0.83,0,4.1,1004,
5.6,2.8,0.85,0,4.2,1004,
5,1.3,0.87,0,4.5,1004,
4.8,1,0.91,0,4.8,1005,
4.4,1.1,0.92,0,4.7,1005,
4.5,1.5,0.92,0,4.6,1006,
4,1.7,0.94,0,4.4,1006,
3.3,2,0.93,0,4.3,1007,
2.7,1.6,0.94,0,4.1,1007,
2.5,1.7,0.96,0,4,1007,
2.4,1.6,0.98,0,3.9,1008,
2.1,1.8,0.97,0,3.8,1008,
2.2,2,0.96,0,3.6,1008,
2.6,1.7,0.96,0,3.6,1009,
2.8,1.9,0.97,16.08,3.7,1010,
3,2,0.97,48.43,3.7,1010,
3.4,2.2,0.93,90.81,4.1,1011,
3.9,1.9,0.83,111.21,4.4,1011,
4.8,3,0.72,64.26,4.2,1011,
