T_air,wind_speed,rel_humidity,G_sol,abs_humidity,air_pressure,
19.4,0.6,0.95,0,9.2,1004,
19.5,0.8,0.96,0,9.3,1004,
19.2,0.6,0.91,7.11,9.8,1004,
18.7,0.6,0.86,35.75,10.9,1004,
18.3,0.8,0.8,168.89,12.5,1004,
19.5,1.6,0.72,311.98,13.4,1003,
20,1.9,0.64,476.29,13.4,1003,
20.8,2,0.58,505.69,13.6,1003,
22.1,2.4,0.59,547.25,14,1003,
23.1,2.6,0.56,737.43,13.9,1002,
24.8,4.9,0.54,858.13,13.8,1001,
25.4,2.6,0.53,888.51,13.7,1001,
26.4,3.4,0.53,755.15,13.8,1000,
26.7,3.1,0.54,639.83,13.6,999,
26.1,3.4,0.58,503.23,13.4,999,
25,4,0.73,355,14,998,
23.8,2.7,0.86,162.34,13.3,1000,
22.8,0.7,0.87,114.57,12.2,1002,
20.3,0.9,0.91,10.96,11.9,1002,
18.7,1.2,0.93,0,11.8,1003,
18.1,1.6,0.92,0,11.8,1003,
17.6,1,0.91,0,11.8,1003,
18.6,1.1,0.9,0,11.6,1004,
18.9,0.6,0.92,0,11.4,1004,
15.9,0.3,0.94,0,11.2,1004,
14.9,0.8,0.96,0,11.3,1004,
14.6,0.3,0.95,0,11.3,1004,
14.8,0.4,0.92,14.66,11.5,1005,
15,0.5,0.92,59.96,12.3,1005,
15.4,1.3,0.87,148.79,13.1,1004,
16.2,1.2,0.8,327.79,13.4,1004,
17.4,1.3,0.75,348.45,13.2,1004,
18.4,2,0.7,323.49,13.1,1004,
19.1,1.6,0.73,194.39,13.5,1004,
18.4,1.7,0.8,142.94,13.5,1004,
18.6,0.8,0.81,249.17,13.2,1004,
19.3,1.4,0.77,181.04,13.3,1004,
20.3,2,0.74,301.36,13.5,1003,
20.2,2,0.77,130.33,13.6,1003,
20.2,4.1,0.85,112.53,13.3,1003,
20.3,2.5,0.88,148.92,12.6,1003,
20.1,2,0.88,111.82,12,1003,
18.6,1.7,0.89,13.57,11.7,1004,
17.3,2.2,0.9,0,11.8,1005,
16.5,2.1,0.92,0,11.7,1006,
15.7,2.4,0.91,0,11.1,1006,
15.5,1.5,0.91,0,10.6,1006,
15,0.5,0.92,0,10.2,1006,
14.3,1.4,0.92,0,10,1007,
13.9,0.9,0.9,0,9.6,1007,
14.1,0.5,0.89,5.51,9.4,1007,
14.7,0.8,0.87,72.78,9.3,1007,
15.9,1.2,0.82,132.2,9.3,1008,
17.9,1.4,0.76,191.04,9.5,1008,
18.7,2.1,0.7,183.95,9.6,1008,
19.4,2.4,0.65,186,9.7,1008,
18.7,2.2,0.61,204.2,9.7,1008,
19.2,2.1,0.56,327.98,9.1,1008,
20.6,2.2,0.5,251.72,8.5,1008,
20.7,2.1,0.47,225.27,8.6,1008,
21.1,1.4,0.46,241.7,8.8,1008,
21.2,1.3,0.47,162.24,8.9,1007,
21.3,0.9,0.49,191.13,8.9,1007,
21.6,0.6,0.52,229.74,9.1,1007,
22,0.2,0.59,177.76,9.3,1007,
21.4,0.1,0.65,81.83,9.3,1007,
20.4,0.3,0.71,8.5,9.3,1007,
20.2,0.2,0.75,0,9.2,1007,
20.1,0,0.77,0,9,1007,
19.5,0.1,0.8,0,9,1006,
18.9,0.6,0.82,0,9,1006,
18.9,0.8,0.84,0,9.1,1005,
18.7,0.6,0.87,0,9.2,1005,
18.6,0.1,0.88,0,9.2,1004,
18.7,1,0.89,0,9.4,1004,
19.1,0.8,0.89,21.5,9.8,1003,
20.1,0.6,0.9,65.1,10.3,1003,
20.5,0.9,0.91,117.21,10.7,1002,
20.8,1.4,0.93,223.23,10.9,1003,
22.4,0.9,0.93,477.41,11.1,1002,
23.2,0.8,0.94,416.15,11.6,1002,
23.4,1,0.94,586.08,12.2,1002,
23.4,1.2,0.93,550.22,12.5,1002,
23.2,2.7,0.9,460.86,12.7,1002,
23.7,2.9,0.85,368.77,12.7,1003,
25.4,2.2,0.82,643.42,12.4,1002,
26.3,2.5,0.8,521.51,12.1,1002,
25.9,1.1,0.81,401.24,11.9,1002,
25,0.2,0.83,226.53,11.6,1003,
23.6,0.2,0.87,97.26,11.4,1003,
21.9,0.1,0.91,14.17,11,1003,
20.8,0.1,0.94,0,11,1004,
20.1,0.1,0.96,0,11.1,1004,
19.6,0.1,0.98,0,10.6,1004,
19,0.1,0.99,0,10.3,1004,
18.7,0.1,0.97,0,10.1,1004,
19.1,0.4,0.94,0,10.2,1004,
19.3,1.5,0.95,0,10.3,1004,
19.1,0.1,0.96,0,10.6,1004,
18.6,0.1,0.92,14.46,11.4,1004,
18.6,1.1,0.83,41.27,12.3,1004,
19.4,0.9,0.73,141.28,12.6,1004,
19.8,0.8,0.67,214.99,12.6,1005,
20.7,1,0.65,307.86,12.9,1005,
21.5,1.2,0.64,416.82,12.8,1005,
23.1,1.2,0.66,616.08,12.6,1004,
23.9,1.3,0.7,798.04,12.9,1005,
25,1.4,0.76,675.79,12.8,1005,
24.9,1.4,0.84,557.75,12.9,1005,
24.5,0.8,0.83,509.05,13.4,1006,
24.6,0.9,0.76,467.78,13.2,1005,
24,0.7,0.74,319.17,13.2,1005,
22.6,0.2,0.76,155.17,12.6,1005,
21,0.6,0.84,100.12,12.3,1006,
19.4,0.2,0.91,9.94,12.6,1006,
18.2,0.2,0.93,0,12.6,1006,
18.1,0.1,0.95,0,12.6,1007,
17.8,0.1,0.96,0,12.4,1007,
17.6,0.1,0.95,0,12.3,1007,
16.9,0.1,0.96,0,12.1,1007,
15.9,0.1,0.97,0,11.8,1007,
15,0.3,0.96,0,11.4,1007,
14.1,0.3,0.96,0,11.2,1007,
13.9,0.3,0.96,36.79,11.6,1008,
14.9,0.2,0.96,145.22,12.7,1008,
16.5,0.2,0.9,287.43,13.4,1009,
17.6,0.9,0.79,395.79,13.3,1009,
19,0.9,0.7,430.06,12.8,1009,
19.7,1,0.63,552.64,12.2,1009,
19.9,1.2,0.59,389.87,11.9,1009,
21.2,1,0.55,549.58,11.9,1009,
21.8,1.2,0.51,731.64,11.6,1008,
22.6,1.1,0.48,746.77,11.2,1008,
22.9,1.1,0.49,601.68,11.3,1008,
22.5,1,0.51,449.43,11.6,1007,
21.4,1.5,0.55,247.11,11.8,1007,
20.3,0.7,0.6,107.61,12,1007,
19,0.1,0.69,82.49,12.1,1007,
17.1,0.1,0.76,13.13,11.8,1007,
15.4,0.2,0.79,0,11.4,1007,
14.7,0.2,0.82,0,11.3,1007,
14.4,0.2,0.84,0,11.3,1006,
14,1.5,0.83,0,11.3,1007,
13.8,2.1,0.83,0,11.2,1008,
13.8,0.2,0.89,0,11.4,1008,
13.7,3.1,0.93,0,11.5,1006,
13.6,0.8,0.93,0,11.4,1006,
14.1,0.7,0.92,25.9,11.5,1005,
14.8,0.5,0.89,78.27,11.8,1006,
16.8,0.2,0.8,216.24,12.6,1006,
18.5,1.3,0.7,395.59,13.3,1006,
20,1.8,0.64,448.06,13.6,1007,
21.2,1.7,0.62,459.82,13.7,1007,
23.72,1.3,0.63,675.31,14.1,1007,
24.84,3.2,0.63,803.17,14.4,1007,
25.48,2.6,0.62,531.79,13.8,1007,
25.78,2.8,0.6,388.36,13.2,1007,
26.3,2.1,0.62,389.92,13.1,1008,
27.22,2.1,0.66,453.28,13,1008,
27.08,2.7,0.68,251.02,12.6,1008,
26.52,1.9,0.72,109.87,12.3,1009,
25.1,1.2,0.75,29.19,12.1,1009,
23.91,1.7,0.79,0,11.9,1010,
20.77,1.7,0.8,0,11.6,1011,
18.54,2.8,0.81,0,11.2,1012,
18.38,2.5,0.83,0,10.7,1012,
17.73,2.3,0.82,0,10.3,1012,
18.05,2,0.84,0,9.9,1013,
18.37,2.1,0.87,0,9.7,1013,
18.64,2.5,0.89,0,9.4,1013,
17.66,1.3,0.91,0,9.2,1013,
17.43,1.5,0.91,54.79,9.4,1014,
19.47,1.5,0.9,166.53,9.4,1014,
19.28,1.9,0.84,152.77,9.4,1014,
17.02,2.1,0.74,185.49,9.3,1015,
16.47,2,0.63,281.28,8.9,1014,
15.86,2,0.55,219.38,8.4,1014,
15.42,2.9,0.51,260.16,8.3,1014,
15.57,3.1,0.5,264.72,8.3,1014,
14.88,1.2,0.47,212.13,8.1,1014,
14.53,2.8,0.46,172.82,8,1013,
14.34,2.3,0.46,255.6,8,1013,
14.63,0.9,0.47,162.43,8,1012,
14.18,0.9,0.47,154.04,8,1012,
13.43,0.2,0.53,141.22,8.4,1012,
14.06,0.2,0.66,101.46,8.7,1012,
13.52,0.6,0.74,14.31,8.6,1012,
12.94,0.9,0.76,0,8.8,1012,
12.53,1.4,0.76,0,9,1012,
12.36,0.2,0.77,0,8.9,1012,
12.16,0.2,0.78,0,8.7,1011,
11.41,0.2,0.78,0,8.2,1011,
10.73,0.3,0.78,0,7.9,1011,
10.37,0.6,0.8,0,7.9,1010,
9.13,0.7,0.8,3.97,8,1010,
8.86,0.7,0.79,48.18,8.3,1010,
11.3,1.5,0.76,174.7,8.9,1009,
15.24,2.2,0.71,334.93,9.2,1009,
16.46,3.9,0.66,503.84,9.3,1008,
18.53,4,0.65,606.13,9.3,1008,
19.62,3.5,0.66,526.19,9.1,1008,
20.22,2.8,0.62,716.73,8.8,1008,
21.24,3.9,0.59,762.08,8.5,1008,
21.9,2.6,0.64,526.57,8.6,1008,
21.92,2.4,0.72,468.26,9.1,1008,
21.25,2,0.78,189.14,9.4,1008,
20.16,1,0.81,74.59,9.5,1007,
17.3,0.7,0.8,31.33,9.4,1007,
15.16,0.8,0.82,25.62,9.4,1007,
14.57,0.8,0.84,30.19,9.3,1007,
14.22,1,0.86,6.74,9.4,1007,
14.04,1.2,0.85,0,9.3,1007,
14.07,1.4,0.82,0,9.1,1006,
13.7,1.5,0.77,0,8.9,1005,
14.23,1.5,0.73,0,8.6,1005,
14.75,1.6,0.69,0,8.3,1004,
15.17,1.6,0.68,0,8.1,1004,
15.45,1.7,0.68,0,8.2,1003,
15.22,1.6,0.67,0,7.9,1003,
14.74,2.1,0.64,24.74,8.4,1002,
15.4,2.3,0.57,57.43,8.9,1002,
15.92,2.4,0.52,117.2,9,1001,
16.64,3.3,0.47,186.83,8.9,1001,
16.03,3.6,0.41,263.59,8.7,1000,
16.68,3.6,0.37,235.58,8.5,999,
17.17,4.3,0.36,214.11,8.5,999,
17.64,3.7,0.38,293.74,8.8,999,
18.63,3.7,0.41,454.25,9.2,999,
19.74,3.5,0.45,428.67,9.1,1000,
19.57,3.8,0.54,360.2,9.4,1000,
20.42,2.2,0.67,462.02,10,1002,
19.1,2.9,0.68,303.47,9.6,1002,
19.3,2.4,0.66,187.9,9.1,1002,
18.59,2.7,0.69,101.13,9,1003,
17.35,2.9,0.72,11.33,8.9,1004,
17.06,2.4,0.76,0,8.7,1005,
16.1,2.1,0.8,0,8.4,1006,
15.36,1,0.82,0,8.2,1007,
14.82,1.6,0.82,0,8.1,1007,
14.29,0.8,0.82,0,7.8,1008,
13.51,0.6,0.81,0,7.7,1008,
13.07,0.5,0.81,0,7.6,1009,
13.21,0.5,0.82,0,7.7,1009,
13.75,1.4,0.78,41.99,7.9,1009,
14.39,2.6,0.73,100.89,8.1,1010,
14.88,2.1,0.68,140.45,8.2,1010,
15.29,2.7,0.6,187.61,7.8,1011,
16.29,2.8,0.52,295.71,7.3,1011,
16.72,3.3,0.46,306.52,7.1,1011,
17.26,3,0.42,234.59,6.9,1010,
16.99,3.1,0.42,211.11,6.8,1010,
16.17,2.5,0.42,257.07,7.1,1010,
16.7,1.8,0.41,367.51,7.4,1010,
18.18,1.5,0.42,220.66,7.4,1009,
18.14,1.7,0.43,141.67,7.5,1009,
17.77,1.5,0.42,113.92,7.4,1009,
17.48,0.3,0.44,100.58,7.3,1009,
17.32,0.2,0.52,121.75,7.4,1009,
16.21,0.2,0.59,12.96,7.4,1010,
14.84,0.2,0.62,0,7.8,1010,
13.94,0.6,0.66,0,7.9,1009,
13.27,1.6,0.71,0,7.6,1009,
13.17,2.2,0.71,0,7.6,1009,
13,2.4,0.69,0,7.6,1009,
12.36,2.4,0.7,0,7.4,1008,
12.17,2,0.71,0,7.3,1008,
12.48,2.1,0.67,0,7.4,1008,
12.42,2.6,0.62,26.33,7.7,1008,
12.7,2.6,0.56,165.15,8,1008,
13.29,3.1,0.51,93.23,8.5,1008,
13.46,3.2,0.46,323.42,8.6,1007,
15.78,3.4,0.42,621.23,8.6,1007,
16.94,3.8,0.4,629.18,8.5,1006,
17.49,3.8,0.38,609.58,8.3,1006,
17.43,3.2,0.36,406.9,8.3,1005,
15.64,3.1,0.38,452.52,8.6,1004,
15.14,2.3,0.38,450.31,8.7,1004,
17.9,2.8,0.38,507.12,8.8,1003,
18.97,2.3,0.4,443.95,9,1003,
18.92,1.5,0.42,331.8,9,1002,
18.73,1.2,0.45,217.37,9.1,1002,
16.61,0.9,0.51,68.18,9.3,1001,
14.75,1.4,0.56,9.46,9.5,1001,
13.62,1.7,0.6,0,9.8,1001,
11.6,1.2,0.71,0,10.6,1000,
10.17,1.8,0.81,0,11.2,1001,
9.53,2.3,0.83,0,11.2,1001,
10.52,1,0.83,0,10.6,1001,
11.29,1,0.81,0,9.9,1002,
11.59,1.9,0.76,0,9.5,1003,
11.17,2.3,0.75,0,9.2,1004,
11.21,4.2,0.74,15.2,8.9,1004,
11.75,4.5,0.69,32.48,8.5,1006,
12.42,5,0.66,74.72,8.2,1007,
13.6,5.5,0.63,182.96,8.1,1008,
14.75,4.8,0.58,288.24,7.9,1009,
15.48,4.7,0.52,355.82,7.6,1009,
16.61,4.2,0.48,733.75,7.4,1010,
16.34,3.3,0.46,263.69,7.3,1010,
15.93,4.2,0.42,692.44,7,1010,
16.74,2.2,0.4,105.96,6.7,1010,
13.02,3.9,0.4,179.17,6.6,1010,
13.55,4.4,0.42,230.99,6.6,1010,
14.74,2.7,0.44,354.77,6.6,1010,
14.26,2.4,0.45,25.64,6.5,1011,
12.17,2.1,0.47,21.05,6.1,1011,
12,1.3,0.5,7.29,5.9,1012,
12,1.5,0.56,0,6,1013,
11.9,0.8,0.65,0,6.3,1013,
11.64,0.9,0.7,0,6.2,1014,
11,0.7,0.72,0,6.1,1014,
9.66,0.3,0.73,0,6.3,1014,
8.84,0.1,0.75,0,6.3,1014,
8.25,0.3,0.78,0,6.2,1014,
7.75,0.2,0.82,0,6.3,1014,
7.49,0.5,0.8,48.05,6.9,1014,
8.76,1.1,0.71,176.1,7.5,1014,
12.86,1.3,0.62,326.94,7.4,1014,
13.89,1.2,0.57,489.81,7.1,1014,
14.61,1.1,0.53,605.52,7,1014,
15.31,1.3,0.48,595.67,6.7,1013,
16.49,1.3,0.44,827.34,6.5,1013,
17.29,1.8,0.4,850.27,6.3,1012,
18.31,0.9,0.37,771.93,6.2,1011,
18.84,1,0.36,740.66,6.2,1011,
20.11,1,0.36,589.39,6.2,1010,
19.7,1.2,0.38,445.82,6.3,1010,
19.82,1.2,0.38,383.25,6.4,1010,
19.87,0.9,0.43,195.1,6.6,1009,
18.86,0.6,0.52,61.51,6.8,1009,
16.47,0.3,0.58,4.66,6.8,1009,
15.03,0.9,0.63,0,6.8,1009,
15.35,0.6,0.67,0,6.9,1009,
15.07,1.2,0.75,0,7.3,1008,
14.95,1.2,0.76,0,7.3,1008,
14.44,1.1,0.74,0,7.2,1007,
12.65,0.9,0.75,0,7,1007,
11.25,1,0.77,0,6.9,1006,
11.68,1.5,0.76,0,7.1,1006,
10.47,1,0.74,30.39,7.5,1005,
11.68,1.7,0.67,166.89,7.9,1005,
15.39,2.1,0.59,311.17,8,1004,
16.82,2.2,0.51,474.72,8.1,1004,
18.61,1.7,0.47,607.41,8.4,1003,
20.61,1.6,0.48,712.62,8.8,1002,
22.02,2.2,0.44,772.66,8.9,1001,
22.83,2.8,0.44,801.1,9.1,1001,
23.87,3.2,0.45,795.54,9.2,1000,
24.32,2.8,0.44,730.87,9.1,1000,
24.71,1.9,0.4,509.77,8.9,999,
24.53,2,0.37,412.97,8.4,999,
24.37,2.1,0.39,327.77,8.4,998,
23.79,1.3,0.46,213.09,9,998,
22.62,0.8,0.54,66.02,9.6,998,
20.84,1,0.6,6.75,9.8,998,
19.02,1.6,0.65,0,10.1,998,
17.42,1.1,0.71,0,10.3,997,
15.11,0.2,0.69,0,9.9,997,
13.76,0.5,0.69,0,9.6,997,
12.39,0.7,0.74,0,10,997,
11.56,0.2,0.76,0,10.1,997,
10.81,0.2,0.77,0,10,997,
10.39,0.6,0.79,0,10.2,997,
10.01,1.2,0.83,35.12,10.5,997,
11.71,3.1,0.87,146.42,10.5,997,
16.04,1.3,0.87,302.08,10.5,998,
18.97,0.9,0.85,452.64,10.9,998,
21.05,0.2,0.81,572.04,10.9,999,
21.65,0.6,0.78,684.42,10.7,999,
23.04,1.1,0.81,765.23,11,999,
24.25,1.8,0.82,812.72,11.1,1000,
25.21,2,0.81,788.85,10.8,1001,
26.07,2.2,0.84,728.36,10.6,1002,
26.54,1.7,0.87,582.84,10.6,1002,
26.99,1,0.82,431.32,10.3,1003,
27.22,0.9,0.79,338.41,10.1,1003,
26.98,0.6,0.8,181.37,9.9,1004,
25.73,0.3,0.85,72.59,9.8,1004,
23.75,0.3,0.89,3.99,9.7,1005,
22.23,0.4,0.9,0,9.7,1005,
21.14,0,0.9,0,9.9,1006,
20.77,0.1,0.9,0,9.8,1006,
20.29,0.2,0.9,0,9.8,1005,
19.61,0.3,0.91,0,9.7,1005,
19.47,0,0.92,0,9.6,1006,
19.19,0.1,0.92,0,9.5,1006,
18.73,0.1,0.92,0,9.3,1005,
18.85,0.2,0.92,33.8,9.5,1006,
19.74,0.1,0.88,155.96,10.1,1006,
21.39,0.3,0.79,300.52,10,1006,
23.99,0.8,0.72,448.82,9.5,1006,
28.06,1.2,0.66,583.08,9.2,1006,
30.69,1.7,0.64,693.58,9,1006,
31.78,1.6,0.66,777.3,8.6,1006,
32.18,1.5,0.65,761.35,8.4,1006,
32.42,1.2,0.64,729.72,8.5,1006,
32.96,1.1,0.66,717.38,8.8,1006,
33.42,1.3,0.61,615.16,8.6,1006,
33.75,1.1,0.55,482.99,8.2,1006,
33.29,0.7,0.55,284.82,8.1,1006,
33.03,0.3,0.61,212.48,8.1,1006,
30.14,0.1,0.72,30.4,8.1,1007,
26.1,0.1,0.78,0.9,7.8,1008,
23.59,0.1,0.8,0,7.7,1008,
22.05,0.1,0.83,0,7.5,1009,
20.92,0.9,0.86,0,7.2,1009,
20.52,1.2,0.86,0,7.1,1009,
22.53,0.4,0.86,0,6.8,1009,
23.02,1,0.87,0,6.7,1009,
22.66,0.8,0.88,0,6.5,1010,
22.95,0.8,0.9,3.92,6.4,1009,
21.49,0.2,0.89,10.19,7.3,1010,
21.12,0.5,0.78,19.01,8.4,1010,
20.7,0.7,0.65,33.46,8.6,1010,
20.89,1.2,0.53,59.99,8.1,1010,
19.92,0.9,0.44,62.79,7.3,1010,
18.88,0.7,0.39,58.92,6.7,1010,
18.99,0.9,0.38,99.81,6.8,1010,
18.96,0.2,0.38,99.92,7.1,1010,
17.17,0.7,0.36,73.13,6.8,1010,
17.12,0.8,0.35,192.56,6.8,1010,
17.3,1,0.35,283.18,6.9,1009,
19.04,1.3,0.35,511.84,6.8,1009,
19.64,1.7,0.38,252.68,6.9,1009,
20.06,1.2,0.45,172.09,7.3,1009,
19.25,0.5,0.53,31.49,7.3,1010,
17.31,0.8,0.6,4.08,7.2,1010,
15.48,0.8,0.66,0,7.1,1011,
14.18,0.8,0.69,0,6.9,1011,
13.29,0.9,0.69,0,6.9,1011,
12.63,0.9,0.71,0,6.8,1011,
12.15,1.1,0.75,0,6.7,1011,
11.87,1.3,0.78,0,6.7,1010,
11.36,1.3,0.81,0,6.5,1010,
11.12,1.6,0.82,0,6.8,1010,
10.92,1.5,0.78,34.42,7.5,1010,
13.57,1.2,0.67,155.26,7.9,1011,
16.23,2.1,0.57,310.87,8,1010,
18.34,1.6,0.5,472.88,8.3,1010,
20,1.6,0.44,599.28,8.4,1010,
22.12,2.3,0.38,705.02,8,1010,
23.82,1.8,0.35,779.75,7.6,1010,
24.94,2.1,0.33,805.34,7.4,1009,
25.25,1.3,0.32,743.36,7.5,1009,
25.88,1.2,0.32,738.02,7.5,1009,
26.53,1.3,0.31,605.56,7.3,1008,
26.97,1.7,0.31,440.26,7.3,1008,
27.04,0.8,0.33,312.01,7.5,1008,
26.71,0.1,0.39,178.51,7.9,1008,
25.8,0.2,0.47,74.49,8.3,1008,
23.91,0.2,0.54,6.48,8.2,1009,
22.62,0.2,0.59,0,8.4,1009,
21.64,0.1,0.62,0,8.7,1009,
21.09,0.2,0.69,0,8.8,1009,
20.52,0.4,0.78,0,8.8,1009,
20.42,0.2,0.79,0,8.8,1009,
19.9,0.4,0.81,0,8.8,1009,
19.82,0.2,0.81,0,8.6,1009,
19.58,0.2,0.8,0,8.7,1009,
19.42,0.3,0.73,35.46,8.9,1009,
19.85,0.2,0.65,142.55,9.3,1009,
21.62,0.4,0.58,290.54,9.6,1009,
23.88,0.6,0.5,436.08,9.7,1009,
26.85,0.8,0.45,563.2,9.4,1009,
30.13,2.4,0.39,653.14,8.8,1008,
31.55,1.5,0.36,720.03,8.6,1008,
32.27,1.4,0.36,773.5,9,1008,
32.66,0.8,0.35,764.43,9.3,1007,
32.89,1.8,0.35,707.41,9.3,1007,
32.96,1.7,0.35,617.71,9.3,1006,
32.57,1.9,0.36,483.78,9.3,1006,
32.21,0.9,0.39,333.47,9.8,1006,
31.27,0.2,0.46,170.5,10.3,1006,
29.27,0.2,0.54,55.52,10.5,1006,
26.87,0.3,0.6,4.28,10.6,1006,
24.95,0.3,0.64,1.27,10.5,1007,
23.73,0.3,0.68,0,10.4,1006,
22.56,0.3,0.72,0,9.9,1006,
21.45,0.4,0.74,0,9.5,1006,
20.56,0.3,0.76,0,9.3,1006,
20.05,0.2,0.78,0,9.2,1006,
18.9,0.2,0.78,0,9.2,1006,
18.3,0.3,0.78,0,9.4,1006,
18.19,0.2,0.72,14.01,9.9,1006,
18.07,0.2,0.64,45,10.3,1006,
18.48,0.4,0.58,130.92,10.6,1006,
19.86,1.6,0.51,298.08,11,1006,
22,1.6,0.47,459.02,10.9,1005,
23.6,1.5,0.42,612.2,10.6,1006,
25.34,1.7,0.39,731.28,10.2,1005,
27.21,1.3,0.37,761.45,10,1005,
28.23,1.1,0.36,756.77,9.9,1005,
29.07,0.6,0.35,699.05,9.6,1005,
29.28,1.4,0.38,589.4,10,1005,
29.25,1.8,0.48,439.23,10.9,1004,
28.11,1.2,0.64,211.43,11.3,1005,
27.59,0.4,0.76,130.68,11.4,1005,
26.18,1.6,0.83,21.11,11.7,1006,
25.09,1.4,0.87,0,12,1007,
24.33,1.2,0.87,0,12,1008,
22.76,0.2,0.88,3.4,12.1,1008,
21.54,0.4,0.91,0,12.3,1008,
21.14,0.2,0.9,0,12.3,1008,
20.83,0.2,0.9,0,12.1,1008,
20.51,0.4,0.89,0,11.9,1008,
19.74,0.4,0.89,0,11.7,1008,
19.3,0.8,0.89,0,11.4,1008,
18.61,1.1,0.89,13.11,11.2,1008,
18.29,1.1,0.88,30.13,11,1009,
18.57,1.1,0.86,50.48,11,1009,
18.41,1.2,0.84,151.23,11,1009,
18.88,1.1,0.82,146.73,11,1009,
19.64,1.4,0.81,195.13,11,1009,
20.4,0.9,0.79,222.29,10.8,1009,
21.02,1.5,0.78,215.1,10.6,1009,
21.42,1.3,0.75,300.76,10.6,1009,
21.81,1,0.74,198.71,10.7,1009,
21.53,0.7,0.74,136.54,10.7,1009,
21.23,1.2,0.74,134.33,10.8,1009,
21.25,0.2,0.73,140.83,10.9,1009,
20.94,0.1,0.76,93.95,10.9,1008,
20.42,0.1,0.8,35.36,11,1009,
18.82,0.3,0.83,5.2,11,1009,
18.08,0.2,0.84,0,11,1009,
17.28,0.2,0.86,0,10.9,1009,
17.13,0.2,0.89,0,10.7,1009,
16.6,0.2,0.91,0,10.7,1009,
16.15,0.2,0.92,0,10.8,1008,
16.88,0.6,0.92,0,10.8,1008,
17.04,0.6,0.92,0,10.5,1008,
16.51,0.4,0.93,0,10.5,1008,
15.68,0.2,0.92,21.45,10.7,1008,
16.5,0.3,0.9,104.7,10.8,1008,
18.5,1.1,0.88,263.5,10.9,1008,
19.6,1.3,0.84,358.15,10.9,1008,
20.17,0.7,0.8,389.16,10.8,1008,
20.76,0.7,0.76,375.61,10.7,1008,
21.23,1.3,0.7,308.66,10.8,1007,
21.42,0.5,0.64,405.51,10.8,1007,
22.47,0.6,0.6,536.59,10.6,1007,
23.27,0.6,0.58,393.44,10.5,1006,
23.73,1.5,0.56,244,10.4,1006,
23.69,1,0.55,195.92,10.4,1006,
23.53,1.1,0.58,207.52,10.3,1006,
23.07,0.2,0.64,88.44,10.3,1005,
22.03,0.1,0.71,29.26,10.4,1005,
20.61,0.2,0.76,0,10.4,1006,
19.5,0.1,0.78,0,10.4,1006,
18.66,0.2,0.81,0,10.4,1006,
17.74,0.4,0.85,0,10.6,1006,
17.48,0.8,0.88,0,10.7,1006,
16.88,0.7,0.9,0,10.7,1006,
16.59,1.1,0.92,0,10.6,1006,
16.89,0.8,0.93,0,10.6,1006,
17.11,0.1,0.94,0,10.7,1006,
17.04,0.1,0.93,8.05,11,1005,
17.29,0.4,0.94,20.58,11.3,1005,
17.47,0.6,0.91,56.21,11.4,1006,
18.27,0.4,0.86,139.04,11.2,1006,
19.38,1.4,0.83,215.88,11.2,1006,
19.83,1.6,0.75,133.1,11.1,1006,
19.76,1.7,0.65,97.31,10.7,1005,
20.27,1.8,0.58,151.55,10.2,1005,
20.67,1.9,0.5,142.63,9.5,1005,
20.44,2.2,0.45,131.87,8.5,1005,
19.61,1.2,0.43,106.39,8.1,1004,
16.7,0.9,0.43,62.48,8.1,1004,
15.11,0.2,0.45,90.96,8.3,1004,
15.19,0.2,0.5,110.85,8.3,1004,
15.36,0.2,0.58,21.87,8.4,1004,
15.37,0.4,0.62,0,8.6,1005,
15.44,0.2,0.66,0,9.1,1005,
15.58,0.2,0.7,0,9.3,1005,
15.22,1,0.76,0,9.6,1005,
14.44,0.5,0.81,0,10,1005,
14.01,0.5,0.81,0,9.9,1005,
13.61,1.1,0.84,0,10,1005,
13.26,1.4,0.9,0,10.3,1006,
12.87,1,0.92,0,10.4,1005,
12.84,2.1,0.93,19.55,10.7,1006,
14.07,2.4,0.93,132.55,11.1,1006,
17.95,2.9,0.9,200.07,11.3,1006,
19.6,2.8,0.87,388.31,11.5,1007,
21.6,3.1,0.85,535.22,11.7,1007,
22.5,3.3,0.79,459.45,11.6,1007,
22.97,3.1,0.74,541.93,11.5,1008,
23.72,2.2,0.71,649.19,11.4,1008,
24.9,2.3,0.69,611.64,11.5,1008,
25.27,2.9,0.68,557.04,11.5,1008,
25.95,2.1,0.66,518.92,11.3,1008,
26.18,1.7,0.65,394.57,11.1,1008,
25.82,1.7,0.66,242.67,10.9,1008,
25.16,0.8,0.7,113.35,10.8,1008,
23.95,1.1,0.74,26.76,10.4,1009,
22.57,0.7,0.78,0,9.9,1009,
20.95,0.7,0.78,0,9.7,1009,
19.73,1,0.81,0,9.6,1010,
18.71,1.1,0.86,0,9.5,1010,
19.46,0.8,0.84,0,9.4,1010,
19.18,0.2,0.85,0,9.3,1010,
19.36,0.4,0.87,0,9.3,1010,
19.4,0.2,0.87,0,9.3,1010,
19.11,0.6,0.83,0,9.1,1009,
18.94,1.8,0.78,16.23,9,1009,
19.3,2.2,0.74,74.65,9.2,1009,
20.06,2.8,0.72,139.1,9.7,1009,
20.64,3.7,0.66,164.09,9.9,1009,
21.23,4.2,0.64,198.25,10,1009,
21.75,3.4,0.63,251.03,10.3,1008,
22.35,3,0.61,480.39,10.7,1008,
